Symbol,Name,Open,High,Low,Last,Change_per,Volume,Turnover,Date,1D_return_per,3D_return_per,5D_return_per,10D_return_per,1M_return_per,2M_return_per,3M_return_per,6M_return_per,YTD_return_per,52W_Change_Per,1Y High,Liquidity_Tier,52W_Performance,Short_Term_Return,Short_Term_Segment,Long_Term_Return,Long_Term_Segment,Volume_Log,Turnover_Log,Price_Tier,Total_Return_Performance_Trend,cluster,cluster_label
BRAG.US,BRAGG GAMING GROUP INC,1.7478,1.8,1.725,1.73,1.45,19800.0,32300.0,Jun 18,1.45,5.49,2.98,0.58,0.58,-14.78,1.76,-21.72,-17.62,-59.2,4.7782,Less Liquid,Crashed,2.216,Moderate Growth,-22.312,Moderate Decline,9.893487720457795,10.382853468483829,Low-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
BRAGF.US,BAUER,6.1,6.1,6.1,6.1,0.0,15.0,91.5,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,2.772588722239781,4.52720864451838,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRAI.US,BRAIIN LTD,10.8,10.89,8.36,8.55,-8.65,257000.0,1690000.0,Jun 18,-8.65,16.3,11.3,4.91,17.9,21.4,8.57,-42.4,-42.4,-42.4,32.9967,Liquid,Underperformer,8.352,Moderate Growth,-19.446,Moderate Decline,12.456835254920373,14.340239678615058,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
BRANF.US,BARAN GROUP,0.72,0.72,0.72,0.72,0.0,2.0,1.44,Jun 18,0.0,0.0,0.0,18.0,-90.78,-90.78,-90.82,-90.82,-90.82,-90.82,7.84,Very Less Liquid,Crashed,-14.556,Strong Decline,-90.81199999999998,Strong Decline,1.0986122886681098,0.8919980393051105,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRAV.US,BRAVADA INT,0.0001,0.0001,0.0001,0.0001,0.0,66100.0,6.61,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Moderate,Neutral,0.0,Stable,0.0,Stable,11.098939154318382,2.0294631718735947,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRAXF.US,BRAXIA SCIENTIFIC,0.0001,0.0001,0.0001,0.0001,0.0,480000.0,48.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Liquid,Neutral,0.0,Stable,0.0,Stable,13.081543466215235,3.8918202981106265,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRBOF.US,BREMBO,12.9,12.9,12.9,12.9,0.0,1200.0,15480.0,Jun 18,0.0,0.0,0.0,0.0,0.78,31.6,26.3,4.88,4.88,4.88,13.8,Very Less Liquid,Neutral,0.156,Stable,14.508,Moderate Growth,7.090909822079984,9.647368744540463,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BRBR.US,BELLRING BRANDS INC,9.23,9.76,8.94,9.46,4.3,18200000.0,120000000.0,Jun 18,4.3,6.77,6.17,8.86,2.16,-42.6,-45.6,-67.69,-64.61,-84.43,61.1,Highly Liquid,Crashed,5.652,Moderate Growth,-60.986,Strong Decline,16.716932206992077,18.603002309079653,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BRBS.US,BLUE RIDGE BANKSHARES INC,3.33,3.365,3.3101,3.35,1.21,516000.0,1150000.0,Jun 18,1.21,1.82,0.9,2.13,3.08,-6.16,-14.54,-27.17,-21.55,0.9,4.785,Liquid,Neutral,1.828,Stable,-13.704,Moderate Decline,13.153863982446316,13.955273369904273,Low-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BRC.US,BRADY CORP,83.67,85.41,83.0,85.31,2.23,957000.0,56800000.0,Jun 18,2.23,0.88,5.1,-4.25,1.04,2.96,1.94,3.92,8.86,26.91,99.285,Liquid,Outperformer,0.9999999999999998,Stable,8.918000000000001,Stable,13.771559715366624,17.855046901297012,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BRCB.US,BLACK ROCK COFFEE BAR INC,7.39,7.75,7.3,7.72,5.61,616000.0,1960000.0,Jun 18,5.61,0.26,9.66,18.4,11.7,-46.69,-52.98,-65.44,-65.3,-71.96,30.4,Liquid,Crashed,9.126,Moderate Growth,-60.47399999999999,Strong Decline,13.331003865890963,14.488455541410652,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BRCC.US,BRC INC,1.29,1.32,1.265,1.31,0.77,571000.0,548000.0,Jun 18,0.77,-1.5,-0.76,2.34,-20.61,42.5,48.9,6.5,18.0,-8.39,2.1,Liquid,Neutral,-3.952,Moderate Decline,21.502,Moderate Growth,13.2551462399501,13.214032390746006,Low-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
BRCFF.US,BROOKFIELD,17.0,17.0,17.0,17.0,0.0,160.0,2720.0,Jun 18,0.0,0.0,0.0,0.0,-5.45,-5.45,-5.45,-5.45,-5.45,-5.45,18.0,Very Less Liquid,Neutral,-1.09,Stable,-5.45,Stable,5.081404364984463,7.908754738783246,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRCOQ.US,BEARD,0.0001,0.0001,0.0001,0.0001,0.0,950000.0,95.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Liquid,Neutral,0.0,Stable,0.0,Stable,13.76421831620775,4.564348191467836,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRCTF.US,BIOARCTIC AB,35.0,35.0,35.0,35.0,0.0,250.0,8750.0,Jun 18,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,38.75,Very Less Liquid,Neutral,1.2,Stable,6.0,Stable,5.525452939131784,9.076923258535832,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BRDCF.US,BRIDGESTONE,22.45,22.45,22.45,22.45,0.0,300.0,6735.0,Jun 18,0.0,1.68,3.79,-0.84,-0.18,4.27,21.2,15.0,15.0,15.01,24.27,Very Less Liquid,Neutral,0.89,Stable,14.096,Moderate Growth,5.707110264748875,8.815221555922163,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
BRDCY.US,BRIDGESTONE ADR,10.86,10.95,10.7,10.7,-1.74,219000.0,2350000.0,Jun 18,-1.74,-2.1,1.13,0.0,1.71,-0.65,3.88,-1.11,-1.11,-1.11,11.41,Moderate,Neutral,-0.2,Stable,-0.02,Stable,12.296831574998258,14.669926311652166,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
BRDNF.US,BREEDON GROUP,4.01,4.01,4.01,4.01,0.0,4500.0,18045.0,Jun 18,0.0,0.0,0.0,2.82,-18.16,-5.65,-4.75,-19.8,-19.8,-19.8,5.0,Very Less Liquid,Underperformer,-3.068,Moderate Decline,-13.96,Moderate Decline,8.412054873292933,9.800679332554449,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BREM.US,ISHARES EMERGING MARKETS,51.89,51.9,51.845,51.845,0.59,2310.0,109000.0,Jun 18,0.59,0.0,0.59,0.98,2.65,0.7,2.37,1.79,1.53,3.11,52.15,Very Less Liquid,Neutral,0.962,Stable,1.9,Stable,7.745435610274381,11.599112335481124,High-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
BRER.US,BRESLER REINER,0.0011,0.0011,0.0011,0.0011,0.0,3270.0,3.5970000000000004,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0011,Very Less Liquid,Neutral,0.0,Stable,6.0,Stable,8.092851027538384,1.525403916824091,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
BRES.US,BURNEY US EQUITY SELECT ETF,27.02,27.0583,26.96,27.0059,0.64,2710.0,71800.0,Jun 18,0.64,-0.66,2.9,0.81,3.01,3.33,11.4,8.48,8.48,8.48,28.02,Very Less Liquid,Neutral,1.34,Stable,8.034,Stable,7.905072849498666,11.181653682515927,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
BRETF.US,BRAZILIAN RARE EARTHS,3.805,3.805,3.805,3.805,0.0,100.0,380.5,Jun 18,0.0,-2.93,-2.93,-2.93,-11.51,3.26,9.65,8.71,8.71,8.71,4.3,Very Less Liquid,Neutral,-4.0600000000000005,Moderate Decline,7.808000000000002,Stable,4.61512051684126,5.944110850724512,Low-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BREUF.US,BRIDGEMARQ REAL ESTATE SERVICES,9.45,9.45,9.45,9.45,0.0,200.0,1890.0,Jun 18,0.0,0.0,1.18,1.18,-2.78,-8.7,-7.53,-6.9,-6.9,-6.9,11.47,Very Less Liquid,Neutral,-0.0839999999999999,Stable,-7.386,Stable,5.303304908059076,7.544861068658458,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
BREZ.US,BREEZE ACQUISITION CORP II,9.915,9.92,9.915,9.92,0.1,40100.0,396000.0,Jun 18,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,Less Liquid,Neutral,0.04,Stable,0.0,Stable,10.599156550639584,12.889172015485954,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
BREZR.US,BREEZE ACQUISITION CORPORATION,0.25,0.2733,0.1833,0.2733,9.32,451000.0,105000.0,Jun 18,9.32,13.9,9.32,13.9,13.9,13.9,13.9,13.9,13.9,13.87,0.3,Liquid,Neutral,12.068,Strong Growth,13.894,Moderate Growth,13.019224835777257,11.561725152903833,Penny Stock,Strong Positive Trend,4,Active Mid-Cap Stocks
BRFH.US,BARFRESH FOOD GROUP INC,2.12,2.16,1.99,1.99,-6.13,15400.0,20900.0,Jun 18,-6.13,-7.87,-9.55,-10.36,-19.43,-24.62,-23.75,-33.67,-32.08,-28.67,6.08,Less Liquid,Underperformer,-10.668,Strong Decline,-28.558000000000003,Moderate Decline,9.642187721358466,9.94755228369823,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRGAY.US,BORREGAARD ASA ADR,35.15,35.15,35.15,35.15,0.0,100.0,3515.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.15,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,4.61512051684126,8.165079258805068,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRGC.US,BRIGHTROCK GOLD,0.09292,0.0954,0.09,0.09,5.88,21600.0,1988.928,Jun 18,5.88,-7.02,-7.69,-14.29,-40.0,-23.16,-33.09,-43.54,-43.54,-43.54,0.1889,Less Liquid,Underperformer,-12.624,Strong Decline,-37.374,Strong Decline,9.980494888896912,7.595853736159471,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRGO.US,BERGIO INT,0.0001,0.0001,0.0001,0.0001,0.0,300000.0,30.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Liquid,Neutral,0.0,Stable,0.0,Stable,12.611541086966117,3.4339872044851463,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRGX.US,BIOREGENX,0.0083,0.0083,0.0083,0.0083,0.0,1.0,0.0083,Jun 18,0.0,0.0,0.0,0.0,-7.78,3.75,-24.55,-34.39,-34.39,-34.39,0.013,Very Less Liquid,Underperformer,-1.556,Stable,-24.794,Moderate Decline,0.6931471805599453,0.0082657444170326,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRIA.US,BRILLIA INC,1.4999,1.5,1.34,1.38,-1.43,22900.0,18400.0,Jun 18,-1.43,-9.21,-18.82,-13.21,-15.34,-13.75,-29.59,-16.87,-13.21,-40.57,4.95,Less Liquid,Underperformer,-11.602,Strong Decline,-22.798,Moderate Decline,10.038935856711175,9.820160289946374,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRIB.US,FIS TRUST,25.06,25.06,25.028,25.03,0.27,14900.0,367000.0,Jun 18,0.27,-0.08,-0.04,0.12,0.49,-0.87,-0.06,-0.06,-0.06,-0.06,25.29,Less Liquid,Neutral,0.152,Stable,-0.222,Stable,9.60918360377546,12.813119851828636,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
BRIBF.US,BRII BIOSCIENCES,0.1495,0.1495,0.1495,0.1495,0.0,4150.0,620.425,Jun 18,0.0,0.0,0.0,-3.8,-20.56,-20.56,-20.56,-20.56,-20.56,-20.56,0.2459,Very Less Liquid,Underperformer,-4.872,Moderate Decline,-20.56,Moderate Decline,8.33110454805304,6.432015227884465,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRID.US,BRIDGFORD FOODS CORP,6.96,6.98,6.71,6.71,-3.56,7770.0,16200.0,Jun 18,-3.56,-2.89,-5.56,-7.83,-14.85,-7.83,-7.83,-12.12,-13.97,-14.52,8.74,Very Less Liquid,Neutral,-6.938,Moderate Decline,-11.254,Moderate Decline,8.958154135209242,9.692828247710418,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRIE.US,MFS ACTIVE EXCHANGE TRADED FUNDS TRUST,30.64,30.66,30.505,30.61,1.09,64000.0,1660000.0,Jun 18,1.09,0.07,1.97,1.46,5.05,5.28,13.4,17.3,15.5,22.84,30.859,Moderate,Outperformer,1.928,Stable,14.864,Moderate Growth,11.06665398721974,14.322328762742185,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BRIF.US,FIS,36.65,36.65,36.3505,36.4503,1.13,6220.0,203000.0,Jun 18,1.13,0.24,2.32,-0.24,6.49,12.6,20.2,23.2,21.3,37.68,36.94,Very Less Liquid,Outperformer,1.988,Stable,22.996,Moderate Growth,8.73568594451502,12.220966184120163,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
BRK-A.US,BERKSHIRE HATHAWAY INC,738528.0,738958.172,728500.0,733609.766,-0.5,461.0,328000000.0,Jun 18,-0.5,-1.14,0.97,2.11,0.49,3.8,0.97,-2.92,-2.81,0.74,775000.0,Very Less Liquid,Neutral,0.386,Stable,-0.044,Stable,6.135564891081739,19.6085241693972,Blue Chip,Mixed Trend,1,Ultra High-Price Stocks
BRK-B.US,BERKSHIRE HATHAWAY INC,492.75,493.57,485.77,489.46,-0.37,8880000.0,3350000000.0,Jun 18,-0.37,-1.22,0.76,2.26,0.22,3.68,1.03,-2.77,-2.62,0.89,516.85,Highly Liquid,Neutral,0.3299999999999999,Stable,0.0419999999999999,Stable,15.999312227580958,21.93222618308189,Blue Chip,Mixed Trend,4,Active Mid-Cap Stocks
BRKC.US,YIELDMAX BRKB OPTION,41.24,41.24,40.61,40.6711,-0.44,1300.0,43400.0,Jun 18,-0.44,-0.97,0.68,0.66,-1.78,-0.82,-4.17,-10.51,-10.07,-18.21,50.66,Very Less Liquid,Underperformer,-0.37,Stable,-8.756,Stable,7.170888478512505,10.6782377612977,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
BRKR.US,BRUKER CORP,55.36,57.446,54.27,57.23,4.57,1980000.0,41600000.0,Jun 18,4.57,1.06,3.72,-4.57,33.9,39.2,68.2,28.1,21.5,48.92,64.54,Highly Liquid,Outperformer,7.736,Moderate Growth,41.184000000000005,Moderate Growth,14.498607907721096,17.543610749269952,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BRKRP.US,BRUKER CORPORATION,410.43,425.22,410.43,425.22,4.09,487.0,25500.0,Jun 18,4.09,1.15,3.33,-7.7,28.1,32.8,55.5,21.6,16.2,61.99,463.61,Very Less Liquid,Outperformer,5.7940000000000005,Moderate Growth,37.618,Moderate Growth,6.190315405853148,10.146472946063875,Blue Chip,Strong Positive Trend,0,Dormant Small-Cap Stocks
BRKW.US,BRKW,39.45,39.45,38.87,38.87,-0.82,2010.0,78300.0,Jun 18,-0.82,0.0,0.0,0.0,0.0,0.0,-4.64,-7.98,-7.98,-22.49,51.64,Very Less Liquid,Underperformer,-0.1639999999999999,Stable,-8.618,Stable,7.606387389772652,11.268315653289422,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRLGF.US,DOMINION LENDING CENTRES,6.09,6.09,6.09,6.09,0.0,2100.0,12789.0,Jun 18,0.0,-3.79,-3.79,-3.79,-5.43,-17.26,-2.25,-5.58,-5.58,-5.58,7.36,Very Less Liquid,Neutral,-3.3600000000000003,Moderate Decline,-7.25,Stable,7.650168700845001,9.456418894572888,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRLLD.US,BARREL ENERGY,0.15,0.15,0.15,0.15,-45.45,2030.0,304.49999999999994,Jun 18,-45.45,-45.45,-40.0,-75.0,-58.39,-72.73,-83.7,-84.38,-84.38,-84.38,1.08,Very Less Liquid,Crashed,-52.858,Strong Decline,-81.914,Strong Decline,7.616283561580385,5.72194977861165,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRLS.US,BOREALIS FOODS INC,1.33,1.37,1.31,1.31,-2.96,3690.0,4060.0,Jun 18,-2.96,-7.09,-5.76,-17.61,-5.76,40.9,-18.13,-26.35,-34.5,-72.57,5.48,Very Less Liquid,Crashed,-7.836,Moderate Decline,-22.13,Moderate Decline,8.213652703029998,8.309184527686298,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRLT.US,BRILLIANT EARTH GROUP INC,1.12,1.1345,1.04,1.05,-6.25,217000.0,142000.0,Jun 18,-6.25,-7.08,-13.93,-13.93,-7.89,-23.36,-19.23,-39.31,-40.0,-22.79,3.1,Moderate,Underperformer,-9.816,Moderate Decline,-28.938,Moderate Decline,12.28765724080691,11.863589378812122,Low-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BRLXF.US,BORALEX,27.29,27.29,27.29,27.29,0.0,595.0,16237.55,Jun 18,0.0,1.98,1.98,1.98,30.3,1.45,30.1,35.2,35.2,35.17,27.29,Very Less Liquid,Outperformer,7.248,Moderate Growth,27.424,Moderate Growth,6.39024066706535,9.695143324015175,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
BRMIF.US,BLUE ANT MEDIA,3.68,3.79,3.68,3.725,2.9,8300.0,30865.625,Jun 18,2.9,-7.37,-6.87,-5.22,-14.76,-32.42,-12.35,-18.49,-18.49,-18.49,5.545,Very Less Liquid,Underperformer,-6.264,Moderate Decline,-20.048,Moderate Decline,9.024131268455037,10.33743078207324,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRN.US,BARNWELL INDUSTRIES INC,1.02,1.04,1.0,1.0,-1.96,136000.0,62100.0,Jun 18,-1.96,-4.76,-6.1,-8.26,-13.04,-13.04,-11.5,-5.66,-9.91,-30.07,1.5801,Moderate,Underperformer,-6.824,Moderate Decline,-14.036,Moderate Decline,11.820417517632333,11.0365173708515,Penny Stock,Strong Negative Trend,4,Active Mid-Cap Stocks
BRNGF.US,BURU ENERGY,0.01,0.01,0.01,0.01,33.33,1000.0,10.0,Jun 18,33.3,0.0,0.0,0.0,0.0,-16.67,-50.0,-50.0,-50.0,-50.0,0.02,Very Less Liquid,Crashed,6.659999999999999,Moderate Growth,-43.334,Strong Decline,6.90875477931522,2.3978952727983707,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRNHF.US,BRONCUS HOLDING,0.08,0.08,0.08,0.08,0.0,10000.0,800.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,9.210440366976515,6.68586094706836,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRNS.US,BARINTHUS BIOTHERAPEUTICS PLC,0.7,0.7,0.66217,0.66217,-5.19,8160.0,4780.0,Jun 18,-5.19,-5.46,-8.53,1.54,3.71,12.2,3.64,-9.46,-5.42,-23.89,2.92,Very Less Liquid,Underperformer,-2.786,Moderate Decline,-4.586,Stable,9.007121989469242,8.472405008626103,Penny Stock,Mixed Trend,0,Dormant Small-Cap Stocks
BRO.US,BROWN & BROWN INC,59.05,59.11,58.05,59.1,0.1,5740000.0,242000000.0,Jun 18,0.1,-0.3,-1.42,3.0,0.7,-12.81,-11.9,-27.1,-25.85,-45.42,111.1,Highly Liquid,Underperformer,0.416,Stable,-24.616,Moderate Decline,15.562969942511762,19.30444828825319,High-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
BROS.US,DUTCH BROS INC,67.04,71.72,66.87,70.72,7.61,5780000.0,301000000.0,Jun 18,7.61,6.33,8.75,26.5,34.1,29.5,38.2,8.85,15.5,1.27,74.65,Highly Liquid,Neutral,16.657999999999998,Strong Growth,18.664,Moderate Growth,15.569914413658926,19.52262082603541,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BRPHF.US,GALAXY DIGITAL HOLDINGS,34.315,35.29,33.45,34.19,3.48,5380000.0,185000000.0,Jun 18,3.48,1.67,2.77,20.3,22.7,27.6,58.4,59.1,59.1,59.06,35.6,Highly Liquid,Outperformer,10.184,Strong Growth,52.652,Strong Growth,15.498199118011556,19.035866388448003,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BRQL.US,BROOQLY,0.231,0.231,0.217,0.21887,-1.23,8050.000000000001,1806.9633750000005,Jun 18,-1.23,4.22,-14.17,-28.63,-21.83,-18.94,-27.04,-32.68,-32.68,-32.68,0.3427,Very Less Liquid,Underperformer,-12.328,Strong Decline,-28.804,Moderate Decline,8.993551586299981,7.499956283556677,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRR.US,PROCAP FINANCIAL INC,1.51,1.5599,1.46,1.47,-1.34,1050000.0,1110000.0,Jun 18,-1.34,-8.13,-14.53,-22.63,-26.13,-24.23,-46.74,-54.06,-58.36,-89.9,16.25,Highly Liquid,Crashed,-14.551999999999998,Strong Decline,-54.658,Strong Decline,13.864301674514206,13.919871474189012,Low-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BRRDF.US,BORREGAARD ASA,13.6,13.6,13.6,13.6,-15.26,125.0,1700.0,Jun 18,-15.26,-15.26,-12.29,-29.07,-29.07,-29.07,-29.07,-29.07,-29.07,-29.07,19.175,Very Less Liquid,Underperformer,-20.19,Strong Decline,-29.07,Moderate Decline,4.836281906951478,7.438971592395862,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRRLY.US,BARRY CALLEBAUT ADR,13.95,14.174,13.67,13.83,0.07,33100.0,460000.0,Jun 18,0.07,-2.33,-1.36,-5.07,-10.02,-1.67,-17.73,-24.65,-24.65,-24.65,18.383,Less Liquid,Underperformer,-3.742,Moderate Decline,-18.67,Moderate Decline,10.40731877238916,13.03898394237596,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BRRWW.US,PROCAP FINANCIAL INC,0.2378,0.25,0.2006,0.2006,-1.13,5280.0,1240.0,Jun 18,-1.13,-14.49,-16.49,-25.84,-29.63,-33.13,-48.63,-73.24,-71.34,-92.62,3.05,Very Less Liquid,Crashed,-17.516,Strong Decline,-63.79200000000001,Strong Decline,8.571870752706934,7.123672785204607,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRSGF.US,QUEENS ROAD CAPITAL INVESTMENT,10.23,10.23,10.23,10.23,0.0,100.0,1023.0,Jun 18,0.0,0.0,0.0,0.0,-5.71,-11.04,-4.66,-9.87,-9.87,-9.87,11.75,Very Less Liquid,Neutral,-1.142,Stable,-9.062,Stable,4.61512051684126,6.931471805599453,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRSHF.US,BRUUSH ORAL CARE,0.0001,0.0001,0.0001,0.0001,0.0,31500.0,3.1500000000000004,Jun 18,0.0,0.0,0.0,-50.0,0.0,0.0,-85.71,-66.67,-66.67,-66.67,0.001,Less Liquid,Crashed,-10.0,Strong Decline,-57.144000000000005,Strong Decline,10.357774570341576,1.423108334242607,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRSI.US,BALLISTIC RECOVERY SYSTEMS,0.0001,0.0001,0.0001,0.0001,0.0,1000.0,0.1,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,6.90875477931522,0.0953101798043248,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BRSL.US,BRIGHTSTAR LOTTERY PLC,11.09,11.49,11.07,11.31,1.89,1830000.0,15400000.0,Jun 18,1.89,-2.25,-5.51,-1.74,3.76,-13.07,-10.38,-29.58,-26.94,-24.65,18.565,Highly Liquid,Underperformer,-0.7700000000000001,Stable,-20.924,Moderate Decline,14.419827071265544,16.54987813231892,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
BRSM.US,MFS ACTIVE EXCHANGE TRADED FUNDS TRUST,25.26,25.4043,25.22,25.4043,1.5,17000.0,430000.0,Jun 18,1.5,-0.06,1.7,4.16,1.46,1.46,1.46,1.46,1.46,1.46,25.64,Less Liquid,Neutral,1.752,Stable,1.46,Stable,9.741027444837728,12.971542813248435,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BRSP.US,BRIGHTSPIRE CAPITAL INC,5.47,5.637,5.46,5.54,1.65,2680000.0,12300000.0,Jun 18,1.65,-0.89,-1.07,-0.54,-3.82,-7.51,-1.25,-6.73,-1.07,8.2,6.165,Highly Liquid,Neutral,-0.934,Stable,-1.672,Stable,14.8013277256213,16.325109901643454,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BRSYF.US,BRAINSWAY,16.84,16.84,16.84,16.84,0.0,300.0,5052.0,Jun 18,0.0,0.0,0.0,0.0,0.0,24.3,24.3,24.3,24.3,24.28,16.84,Very Less Liquid,Outperformer,0.0,Stable,24.296,Moderate Growth,5.707110264748875,8.527737405291909,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BRT.US,BRT APARTMENTS CORP,14.74,14.89,14.6122,14.89,1.22,77300.0,955000.0,Jun 18,1.22,0.13,-0.27,3.76,3.69,3.69,6.97,-2.04,1.29,-6.47,16.69,Moderate,Neutral,1.706,Stable,0.6880000000000001,Stable,11.255462171102444,13.769467666582738,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
BRTHF.US,BROTHER INDUSTRIES,21.51,21.51,21.51,21.51,0.0,200.0,4302.0,Jun 18,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.2,16.2,16.18,21.51,Very Less Liquid,Neutral,0.0,Stable,16.195999999999998,Moderate Growth,5.303304908059076,8.3670677328386,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BRTHY.US,BROTHER INDUSTRIES ADR,45.5,45.5,45.5,45.5,0.0,251.0,11420.5,Jun 18,0.0,0.0,0.0,0.0,3.41,23.6,18.6,18.6,18.6,18.55,45.5,Very Less Liquid,Outperformer,0.682,Stable,19.59,Moderate Growth,5.529429087511423,9.343252823095924,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BRTX.US,BIORESTORATIVE THERAPIES INC,0.37,0.4099,0.37,0.4096,2.53,599000.0,92000.0,Jun 18,2.53,4.76,8.94,-1.13,120.0,58.6,78.9,-65.29,-65.14,-75.91,1.89,Liquid,Crashed,27.02,Strong Growth,-13.768,Moderate Decline,13.303018546545276,11.429554725537322,Penny Stock,Moderate Positive Trend,4,Active Mid-Cap Stocks
